"stk","alpha","beta","sigma","SREP","stkName","alpha_nBC"
1,1.2981741722081,0.000194438438651299,0.685247,5469.03780746337,"Kyuquot",1.0633911722081
1,1.97868913895816,0.000435129787955282,0.685247,4007.78385491131,"Kyuquot",1.74390613895816
1,1.46332324918861,0.000241435674701132,0.685247,5088.47853868073,"Kyuquot",1.22854024918861
1,0.73363418026894,9.31586456106838e-05,0.685247,5354.85651384062,"Kyuquot",0.49885118026894
1,1.61366619437908,0.00022577067877934,0.685247,6107.45027580287,"Kyuquot",1.37888319437908
1,1.64305587063733,0.000456664188077502,0.685247,3083.82594344869,"Kyuquot",1.40827287063733
1,1.52392900808325,0.000359074385598168,0.685247,3590.19205988673,"Kyuquot",1.28914600808325
1,1.51979101714262,0.000340023186605065,0.685247,3779.17762012845,"Kyuquot",1.28500801714262
1,1.80887009964425,0.000239070238878069,0.685247,6584.20348359237,"Kyuquot",1.57408709964425
1,1.66995330772232,0.000243707037247515,0.685247,5888.91615084849,"Kyuquot",1.43517030772232
1,0.945881365292207,0.000125868684793369,0.685247,5649.52566605091,"Kyuquot",0.711098365292207
1,1.23498558057535,0.000235367721507198,0.685247,4249.53164423084,"Kyuquot",1.00020258057535
1,0.714776673253094,9.34113511933668e-05,0.685247,5138.49406010068,"Kyuquot",0.479993673253094
1,1.35558101445239,0.000196679027817071,0.685247,5698.61477805772,"Kyuquot",1.12079801445239
1,1.83031821811241,0.000213226368065671,0.685247,7482.82322016105,"Kyuquot",1.59553521811241
1,1.75831890673663,0.000236790484082093,0.685247,6434.10951517981,"Kyuquot",1.52353590673663
1,1.77879772413559,0.000295395257072059,0.685247,5226.94487189731,"Kyuquot",1.54401472413559
1,1.85296036903578,0.000474215115200386,0.685247,3412.32769088771,"Kyuquot",1.61817736903579
1,1.63375335914329,0.000232390525544721,0.685247,6019.9113361619,"Kyuquot",1.39897035914329
1,1.69751845851979,0.000348249094545746,0.685247,4200.25631488798,"Kyuquot",1.46273545851979
1,1.30049144157701,0.000216663214314762,0.685247,4918.73272049209,"Kyuquot",1.06570844157701
1,1.05396542071203,8.62863364791955e-05,0.685247,9493.76754348059,"Kyuquot",0.819182420712032
1,1.82733723268846,0.000120601496738117,0.685247,13205.0950921999,"Kyuquot",1.59255423268846
1,1.99118192817863,0.000181808253058361,0.685247,9660.72165940023,"Kyuquot",1.75639892817863
1,0.595103443299719,0.000138873595739259,0.685247,2594.59288413786,"Kyuquot",0.360320443299719
1,1.55056899347633,0.000331449732961479,0.685247,3969.79047688431,"Kyuquot",1.31578599347633
1,1.9290899590197,0.00061649408776697,0.685247,2748.29392956018,"Kyuquot",1.6943069590197
1,1.18622089311834,0.00016801153792094,0.685247,5662.93187296491,"Kyuquot",0.951437893118344
1,1.34201630350687,0.00022306210691749,0.685247,4963.78931772769,"Kyuquot",1.10723330350687
1,1.21166039497876,0.000282126228338004,0.685247,3462.55433510563,"Kyuquot",0.976877394978756
1,1.04450014944988,0.000119283074057916,0.685247,6788.19820703762,"Kyuquot",0.80971714944988
1,1.47047930230783,0.000448187695357648,0.685247,2757.09555417794,"Kyuquot",1.23569630230783
1,1.46942454004028,0.000238702383223022,0.685247,5172.30504098797,"Kyuquot",1.23464154004028
1,1.41095562365005,0.000224731927609707,0.685247,5233.66944857391,"Kyuquot",1.17617262365005
1,1.06540978451935,0.000144445704780056,0.685247,5750.44294867837,"Kyuquot",0.830626784519351
1,1.03556243631679,0.000134637933569575,0.685247,5947.65097091289,"Kyuquot",0.800779436316789
1,1.21396638424659,0.000160992370591895,0.685247,6082.17259393458,"Kyuquot",0.979183384246585
1,1.53570036909761,0.000324362319427998,0.685247,4010.69202918433,"Kyuquot",1.30091736909761
1,1.2658923620132,0.000192052955898376,0.685247,5368.88045898555,"Kyuquot",1.0311093620132
1,0.73506532992395,6.0648813357316e-05,0.685247,8248.83954408981,"Kyuquot",0.50028232992395
1,1.50571521961828,0.000279460000404171,0.685247,4547.81441988184,"Kyuquot",1.27093221961828
1,1.99730552892021,0.000391016780628771,0.685247,4507.53680209326,"Kyuquot",1.76252252892021
1,0.995639578961427,0.000207038774488223,0.685247,3674.94726938074,"Kyuquot",0.760856578961427
1,1.65509856552948,0.000100456309790259,0.685247,14138.6396583243,"Kyuquot",1.42031556552948
1,1.16915414850062,0.00012955081918469,0.685247,7212.39089324909,"Kyuquot",0.934371148500621
1,1.00934352418519,8.81349707444424e-05,0.685247,8788.34494007058,"Kyuquot",0.77456052418519
1,1.92088002876411,0.000395805477004928,0.685247,4259.9133329909,"Kyuquot",1.68609702876411
1,1.41838378382441,0.000284195377710704,0.685247,4164.74325993173,"Kyuquot",1.18360078382441
1,1.79164411264479,0.000198475288311497,0.685247,7844.10556039288,"Kyuquot",1.55686111264479
1,0.9226507865178,0.000101112585709496,0.685247,6802.98878414696,"Kyuquot",0.6878677865178
1,1.43087625979001,0.000143400675538532,0.685247,8340.91788827462,"Kyuquot",1.19609325979001
1,1.2786078311142,0.00015483251643985,0.685247,6741.63835294709,"Kyuquot",1.0438248311142
1,1.51370665081113,0.00019172510275737,0.685247,6670.61137231269,"Kyuquot",1.27892365081113
1,1.989202542833,0.000257409751256998,0.685247,6815.66853728623,"Kyuquot",1.754419542833
1,1.50271401938019,0.000355777883358815,0.685247,3563.82754152661,"Kyuquot",1.26793101938019
1,1.92273212700008,0.000244238172962663,0.685247,6911.07825826276,"Kyuquot",1.68794912700008
1,1.74330760015522,0.000324278347812137,0.685247,4651.94364758868,"Kyuquot",1.50852460015522
1,1.85537083084432,0.000239996348061856,0.685247,6752.55204477791,"Kyuquot",1.62058783084432
1,1.54745614879201,0.000175573760835048,0.685247,7476.47679555758,"Kyuquot",1.31267314879201
1,1.19251611785378,0.000222487242791069,0.685247,4304.66531851069,"Kyuquot",0.95773311785378
1,1.42543066947288,0.000155639435138444,0.685247,7650.03849065488,"Kyuquot",1.19064766947288
1,1.72168628846348,0.000344485029481663,0.685247,4316.30741893422,"Kyuquot",1.48690328846348
1,1.38817649931928,0.000144566224287203,0.685247,7978.30547907157,"Kyuquot",1.15339349931928
1,0.968156007098695,0.000129596223148851,0.685247,5658.90725269332,"Kyuquot",0.733373007098695
1,1.23105850408479,0.000199449632996633,0.685247,4995.12327556703,"Kyuquot",0.996275504084785
1,1.79568718555321,0.000360016481408885,0.685247,4335.64646664172,"Kyuquot",1.56090418555321
1,1.47445336181848,0.000325331112227827,0.685247,3810.48819256595,"Kyuquot",1.23967036181848
1,1.97850043239857,0.00036951835263533,0.685247,4718.89263405385,"Kyuquot",1.74371743239857
1,0.945713832717924,0.000265953804411475,0.685247,2673.13654072793,"Kyuquot",0.710930832717924
1,1.49644651286331,0.000195980638398613,0.685247,6437.69467827308,"Kyuquot",1.26166351286331
1,1.11121946908401,0.000196104803960772,0.685247,4469.22488068842,"Kyuquot",0.876436469084006
1,1.01685771064668,4.69680347880932e-05,0.685247,16651.2121312972,"Kyuquot",0.782074710646685
1,1.77526632800221,0.000264928629000131,0.685247,5814.71067817834,"Kyuquot",1.54048332800221
1,1.37696958012995,0.000217813021898878,0.685247,5243.88565097006,"Kyuquot",1.14218658012995
1,1.78022773251752,0.000440654708784482,0.685247,3507.15583360162,"Kyuquot",1.54544473251752
1,1.34508432871782,0.000236481370583246,0.685247,4695.09004442686,"Kyuquot",1.11030132871782
1,1.1351936391837,0.000161330269977486,0.685247,5581.16365459098,"Kyuquot",0.900410639183697
1,1.96839456747666,0.000271615242559349,0.685247,6382.60044296982,"Kyuquot",1.73361156747666
1,0.918943198275605,0.00012051232784742,0.685247,5677.09719408803,"Kyuquot",0.684160198275605
1,1.53672746607062,0.000472779951311823,0.685247,2753.80642190541,"Kyuquot",1.30194446607062
1,1.59283395507573,0.000294017081672445,0.685247,4618.95257020711,"Kyuquot",1.35805095507573
1,1.7050712628279,0.000138630458408915,0.685247,10605.8097167292,"Kyuquot",1.4702882628279
1,1.36234710241997,0.000236667172061474,0.685247,4764.34518821681,"Kyuquot",1.12756410241997
1,1.56413861574465,0.000305411184847381,0.685247,4352.67495658009,"Kyuquot",1.32935561574465
1,1.55697676858217,0.000279601165030688,0.685247,4728.85643533369,"Kyuquot",1.32219376858217
1,1.71642373787731,0.000328067413603279,0.685247,4516.26914603903,"Kyuquot",1.48164073787731
1,1.46552651264623,0.000355227817933805,0.685247,3464.65972120341,"Kyuquot",1.23074351264623
1,1.05392423616409,0.000183789803515962,0.685247,4456.94603559955,"Kyuquot",0.819141236164086
1,1.31797733344984,0.000138466079923665,0.685247,7822.81360205328,"Kyuquot",1.08319433344984
1,0.804035573363484,0.000121953013312166,0.685247,4667.80244212873,"Kyuquot",0.569252573363484
1,1.8707188801655,0.0002912244185316,0.685247,5617.44062676524,"Kyuquot",1.6359358801655
1,1.04337787726979,0.000162358868975115,0.685247,4980.29385381914,"Kyuquot",0.808594877269791
1,1.64033911823751,0.000485906399176634,0.685247,2892.64788572287,"Kyuquot",1.40555611823751
1,1.68638278468731,0.00020971956909016,0.685247,6921.62296053191,"Kyuquot",1.45159978468731
1,1.45756711921546,0.00021914985844412,0.685247,5579.67104289619,"Kyuquot",1.22278411921546
1,1.7682317460107,0.000270675053710994,0.685247,5665.27548433775,"Kyuquot",1.5334487460107
1,1.34431176366008,0.000196589172103675,0.685247,5643.89560110133,"Kyuquot",1.10952876366008
1,1.32725027873136,0.000284006657436537,0.685247,3846.62559882236,"Kyuquot",1.09246727873136
1,1.19192288322506,0.000149827725841887,0.685247,6388.26944643825,"Kyuquot",0.957139883225055
1,1.41180829937551,0.0002304338411803,0.685247,5107.86650670184,"Kyuquot",1.17702529937551
1,1.06912431437152,0.000142309913928636,0.685247,5862.84743865365,"Kyuquot",0.834341314371523
1,0.911235201148791,0.000106309409474425,0.685247,6363.0510647463,"Kyuquot",0.676452201148791
1,1.04251638775715,0.000144142559766213,0.685247,5603.71197144841,"Kyuquot",0.807733387757146
1,1.8263472384093,0.000407457769936066,0.685247,3906.08390817786,"Kyuquot",1.5915642384093
1,1.73017631443049,0.000192190875988096,0.685247,7780.77162478368,"Kyuquot",1.49539331443049
1,1.8025168833179,0.000266679529968461,0.685247,5878.71848845433,"Kyuquot",1.5677338833179
1,1.89559306037753,0.000194887460206233,0.685247,8521.89288433454,"Kyuquot",1.66081006037753
1,1.60491410807173,0.000214600198618704,0.685247,6384.57520957914,"Kyuquot",1.37013110807173
1,1.78442313474336,0.000439517899580068,0.685247,3525.77252536005,"Kyuquot",1.54964013474336
1,1.97520464690092,0.000314980834184308,0.685247,5525.48427718789,"Kyuquot",1.74042164690092
1,1.50220668436081,0.00026663483118942,0.685247,4753.40629244504,"Kyuquot",1.26742368436081
1,1.33289641660856,0.000193083580365797,0.685247,5687.24391027029,"Kyuquot",1.09811341660856
1,1.46396410012269,0.000214706495820051,0.685247,5724.93671152311,"Kyuquot",1.22918110012269
1,0.423827667606214,2.89994498788067e-05,0.685247,6518.90530324751,"Kyuquot",0.189044667606214
1,1.12801611859453,0.000127799776293036,0.685247,6989.31676176342,"Kyuquot",0.893233118594534
1,1.21089892147659,0.000150717787635089,0.685247,6476.44804765789,"Kyuquot",0.97611592147659
1,1.22381162754433,0.000206647288777051,0.685247,4786.071152433,"Kyuquot",0.989028627544335
1,0.864569126910637,0.000120052783140004,0.685247,5245.91026079079,"Kyuquot",0.629786126910637
1,1.23440769234742,0.000159910537667431,0.685247,6251.1495923199,"Kyuquot",0.99962469234742
1,1.88805376773629,0.000229284210086081,0.685247,7210.57401691811,"Kyuquot",1.65327076773629
1,1.57531286903646,0.000215192137910837,0.685247,6229.45560209962,"Kyuquot",1.34052986903646
1,1.43602550045954,0.000122690053753374,0.685247,9790.87109110097,"Kyuquot",1.20124250045954
1,1.23555857657945,0.000171814910504728,0.685247,5824.73065719117,"Kyuquot",1.00077557657945
1,0.96805314849559,0.000128798313682888,0.685247,5693.16575293803,"Kyuquot",0.73327014849559
1,1.43874523093165,0.000198277116801091,0.685247,6072.11891294266,"Kyuquot",1.20396223093165
1,1.66906374167208,0.000195960276855666,0.685247,7319.24227035304,"Kyuquot",1.43428074167208
1,1.18704686741944,0.000129399430949473,0.685247,7359.10398084576,"Kyuquot",0.952263867419441
1,1.50896632350185,0.000263117313357859,0.685247,4842.64340966748,"Kyuquot",1.27418332350185
1,1.18891337733806,0.000109426824787281,0.685247,8719.34627722987,"Kyuquot",0.954130377338062
1,1.58129409110423,0.00031412898313446,0.685247,4286.49110205749,"Kyuquot",1.34651109110423
1,1.39101195255942,0.000213983204448728,0.685247,5403.36310757727,"Kyuquot",1.15622895255942
1,1.77105219930887,0.000439588441259213,0.685247,3494.78979681129,"Kyuquot",1.53626919930887
1,1.4187151009978,0.000261465151887448,0.685247,4528.06843455547,"Kyuquot",1.1839321009978
